product_position,promotion,seasonal,sales_volume,name,price,terms,section,season,material,origin,price_range,revenue
Aisle,Yes,Yes,1314,Cropped Asymmetric Cropped Knit Sweater Charcoal,34.95,Sweaters,Woman,Autumn,Wool,Turkey,Medium,45924.3
Aisle,No,Yes,951,Knit Technical Padded Jacket Sand,43.99,Sweaters,Woman,Winter,Acrylic,Brazil,Medium,41834.490000000005
End-cap,Yes,Yes,1430,Structured Wool Blend Felt Texture Jacket Navy,40.99,Shoes,Woman,Autumn,Wool,China,Medium,58615.700000000004
Aisle,Yes,No,1652,Linen Chunky Sneakers White,47.99,Jackets,Woman,Summer,Linen,Cambodia,Medium,79279.48000000001
End-cap,Yes,No,1375,Belted Embroidered Forest Jacket Brown,19.99,Shoes,Man,Spring,Wool Blend,Morocco,Low,27486.249999999996
End-cap,No,No,781,Ripped Straight Fit Jeans Brown,25.95,Shoes,Man,Autumn,Denim,Portugal,Medium,20266.95
Front of Store,No,No,1070,Topstitch Sneakers Black,25.95,Jackets,Woman,Winter,Wool,Morocco,Medium,27766.5
End-cap,No,No,931,Textured Contrast Interior Sweater Beige,64.99,T-shirts,Woman,Winter,Wool,Bangladesh,High,60505.689999999995
End-cap,Yes,Yes,1544,Relaxed Basic Puffer Jacket Charcoal,25.99,Jackets,Woman,Winter,Polyester,Pakistan,Medium,40128.56
Aisle,Yes,Yes,1284,Suit Jacket Brown,34.99,Jackets,Woman,Spring,Viscose,Bangladesh,Medium,44927.16
Front of Store,No,No,688,Cropped Faux Leather Oversized Jacket Limited Edition White,49.95,Shoes,Man,Autumn,Wool,Bangladesh,Medium,34365.6
End-cap,Yes,Yes,1168,Stretch Tassel Leather Loafers Stone,99.0,Jackets,Woman,Spring,Polyester,Bangladesh,Premium,115632.0
Aisle,Yes,Yes,1462,High-Waist Lightweight Bomber Jacket,21.99,Jackets,Woman,Autumn,Polyester,Vietnam,Low,32149.379999999997
Front of Store,No,No,1066,Structured Contrast Topstitching Crop Knit Sweater Charcoal,31.99,Jackets,Woman,Winter,Polyester,Pakistan,Medium,34101.34
Aisle,No,Yes,823,High-Waist Faux Suede Jacket Burgundy,45.99,Jackets,Man,Autumn,Cotton,Morocco,Medium,37849.770000000004
End-cap,No,Yes,798,Suede Laceless Sneakers Black,39.95,Shoes,Man,Spring,Denim,China,Medium,31880.100000000002
Aisle,No,No,953,Embroidered Abstract Print T-Shirt Taupe,27.99,Jackets,Man,Summer,Linen Blend,Brazil,Medium,26674.469999999998
Front of Store,Yes,No,1389,Relaxed Textured Jacket,25.99,Sweaters,Woman,Spring,Cotton,Argentina,Medium,36100.11
Front of Store,No,Yes,823,Utility Contrast Interior Sweater Sand,19.95,Jackets,Woman,Autumn,Wool,India,Low,16418.85
Aisle,Yes,Yes,1713,Quilted Raised Text T-Shirt Limited Edition Beige,26.95,Jackets,Woman,Summer,Linen,Portugal,Medium,46165.35
Aisle,No,No,821,Stretch Tassel Leather Loafers Khaki,29.99,Sweaters,Woman,Spring,Linen,Spain,Medium,24621.789999999997
Front of Store,No,Yes,936,Stretch Faux Shearling Lined Suede Boots Taupe,17.99,Sweaters,Woman,Summer,Polyester,Bangladesh,Low,16838.64
Front of Store,No,Yes,1082,Regular Basic Slim Fit T-Shirt Sky Blue,51.99,Jackets,Woman,Summer,Cotton,Brazil,High,56253.18
End-cap,No,Yes,1117,Pocket Puffer Jacket Olive,27.95,Shoes,Woman,Winter,Wool Blend,India,Medium,31220.149999999998
End-cap,Yes,No,1365,Stretch Faux Suede Patch Jacket Brown,25.0,Shoes,Man,Winter,Wool Blend,Turkey,Low,34125.0
Aisle,No,Yes,1024,Wool Blend Jacket White #3,19.99,T-shirts,Woman,Autumn,Wool Blend,Turkey,Low,20469.76
Aisle,Yes,No,1643,Tailored 100% Wool Suit Jacket Navy,46.95,Jackets,Woman,Winter,Wool,Spain,Medium,77138.85
Front of Store,No,Yes,802,Regular Chunky Sole High Top Sneakers Sand,29.99,Jackets,Man,Autumn,Wool,Morocco,Medium,24051.98
Front of Store,No,Yes,1021,Structured Jacquard Denim Jacket Sky Blue,51.99,Sweaters,Woman,Summer,Cotton,Turkey,High,53081.79
Aisle,No,Yes,770,Oversize Fit T-Shirt Ivory,105.0,Sweaters,Woman,Summer,Linen Blend,China,Premium,80850.0
End-cap,No,Yes,1136,Overshirt Navy,27.95,Jackets,Woman,Winter,Denim,Portugal,Medium,31751.2
End-cap,No,No,1013,Textured Knit Sweater With Buttons Grey,39.0,Sweaters,Woman,Summer,Linen Blend,China,Medium,39507.0
Aisle,Yes,Yes,1568,Pleated Knit Open Back Pearly Sweater Ivory,33.99,Sweaters,Woman,Autumn,Wool,Brazil,Medium,53296.32
Front of Store,No,No,977,Slim Mixed Collar Waxed Jacket,15.95,Jeans,Woman,Autumn,Cotton,Vietnam,Low,15583.15
Aisle,No,No,783,Faux Leather Boxy Fit Jacket,131.99,Jackets,Woman,Summer,Cotton,China,Premium,103348.17000000001
Aisle,Yes,Yes,1538,Regular Slim Fit Suit Jacket Olive,18.95,T-shirts,Woman,Summer,Polyester,China,Low,29145.1
End-cap,Yes,Yes,1651,Oversized Hooded Technical Jacket Stone,38.99,Jackets,Woman,Summer,Viscose,Spain,Medium,64372.490000000005
End-cap,No,No,775,Oversized Cropped Bomber Jacket Limited Edition Ivory,119.99,Jackets,Woman,Autumn,Wool Blend,Turkey,Premium,92992.25
End-cap,No,No,955,Embroidered Knit Pearl Sweater Taupe,49.99,Jackets,Man,Winter,Wool,China,Medium,47740.450000000004
Aisle,Yes,Yes,1587,Embroidered Color Block Puffer Jacket Grey,57.0,Jackets,Woman,Winter,Wool Blend,Spain,High,90459.0
Aisle,No,No,900,Quilted Abstract Print Knit T-Shirt Ecru,44.95,T-shirts,Man,Summer,Linen,Cambodia,Medium,40455.0
End-cap,No,No,805,Color Block Puffer Jacket Black,66.0,Sweaters,Man,Winter,Wool Blend,China,High,53130.0
Aisle,Yes,No,1248,Oversized Suede Laceless Sneakers Sand,17.95,T-shirts,Man,Spring,Cotton,Bangladesh,Low,22401.6
Aisle,No,No,769,Regular Cashmere Blend Knit Sweater Burgundy,29.95,Sweaters,Man,Autumn,Wool,Morocco,Medium,23031.55
Aisle,Yes,Yes,1249,High-Waist Embroidered Forest Jacket Taupe,66.99,Jackets,Man,Autumn,Polyester,China,High,83670.51
Front of Store,Yes,No,1373,Cropped Oversized Bomber Jacket White,17.99,T-shirts,Woman,Spring,Wool Blend,Bangladesh,Low,24700.269999999997
Aisle,No,Yes,972,Belted Oversize Fit T-Shirt Black,21.99,Sweaters,Woman,Summer,Cotton,Turkey,Low,21374.28
Aisle,No,Yes,909,Strap Sandals Stone,75.0,T-shirts,Woman,Summer,Cotton,India,High,68175.0
End-cap,Yes,Yes,1609,Satin Wool Blend Felt Texture Jacket Olive,35.99,T-shirts,Woman,Winter,Wool,Portugal,Medium,57907.91
Aisle,No,No,872,Utility Padded Bomber Jacket Beige,33.99,Shoes,Woman,Summer,Linen,Spain,Medium,29639.280000000002
Front of Store,Yes,No,1324,Cropped Asymmetric Cropped Knit Sweater Navy,42.99,Jackets,Man,Winter,Wool,Bangladesh,Medium,56918.76
End-cap,Yes,Yes,1519,Paint Print Overshirt Khaki,22.99,T-shirts,Woman,Autumn,Cotton,Morocco,Low,34921.81
End-cap,No,Yes,934,High-Waist Suede Laceless Sneakers Ivory,49.99,Sweaters,Woman,Spring,Viscose,India,Medium,46690.66
Aisle,No,Yes,981,Lightweight Puffer Jacket Grey,24.99,Jackets,Man,Winter,Wool Blend,China,Low,24515.19
End-cap,No,No,927,Stretch Tassel Leather Loafers,50.99,Jackets,Woman,Winter,Polyester,India,High,47267.73
Aisle,No,Yes,1000,Utility Double Faced Jacket,39.99,Jackets,Woman,Spring,Polyester,Turkey,Medium,39990.0
End-cap,Yes,No,1173,Stretch Pocket Overshirt,91.99,Jackets,Woman,Summer,Linen,Turkey,Premium,107904.26999999999
Aisle,Yes,No,1294,Embroidered Foil Knit Crop Sweater Charcoal,52.99,Sweaters,Woman,Autumn,Wool,Spain,High,68569.06
End-cap,No,Yes,758,Structured Striped Textured Overshirt Olive,29.99,T-shirts,Man,Autumn,Cotton,China,Medium,22732.42
Front of Store,Yes,Yes,1564,Ribbed Pocket Puffer Jacket,46.95,Jackets,Woman,Winter,Wool Blend,Portugal,Medium,73429.8
Aisle,Yes,No,1274,Leather Jacket Black,19.99,Jackets,Man,Autumn,Polyester,Morocco,Low,25467.26
Front of Store,No,Yes,681,Pleated 100% Wool Suit Jacket Ivory,79.95,T-shirts,Woman,Autumn,Acrylic,India,Premium,54445.950000000004
Front of Store,Yes,No,1249,Oversized Cotton Jacket Grey,17.99,Jackets,Man,Spring,Polyester,China,Low,22469.51
End-cap,No,Yes,891,Retro High Top Sneakers Sky Blue,22.99,Sweaters,Woman,Autumn,Wool Blend,Bangladesh,Low,20484.09
Aisle,No,No,947,Tailored Lightweight Puffer Jacket White,17.95,Sweaters,Woman,Winter,Wool Blend,Turkey,Low,16998.649999999998
Front of Store,No,No,869,Washed Effect Bomber Jacket Khaki #3,25.99,Jackets,Man,Autumn,Viscose,Turkey,Medium,22585.309999999998
End-cap,Yes,No,1470,Pocket Jacket Black,22.99,Jackets,Woman,Spring,Linen,Brazil,Low,33795.299999999996
Front of Store,Yes,No,1209,Textured Cotton Overshirt Sand,35.95,Shoes,Man,Spring,Cotton,Spain,Medium,43463.55
Front of Store,Yes,Yes,1588,Linen Technical Jacket With Pockets,45.99,T-shirts,Man,Summer,Cotton,India,Medium,73032.12000000001
End-cap,Yes,Yes,1634,Structured Pocket Denim Jacket Taupe,14.99,Jackets,Woman,Summer,Linen,China,Low,24493.66
Aisle,No,Yes,773,Pleated Jacquard Denim Jacket Charcoal,59.99,Jackets,Man,Autumn,Wool,China,High,46372.270000000004
Aisle,Yes,Yes,1391,Slim Hooded Denim Jacket Black,39.99,Jackets,Woman,Spring,Cotton,Morocco,Medium,55626.090000000004
Front of Store,Yes,Yes,1302,Pleated Embroidered Forest Jacket Stone,59.95,Sweaters,Woman,Autumn,Wool,Turkey,High,78054.90000000001
Front of Store,No,No,883,Knit Fine Knit Crop Sweater Ecru,22.99,Jackets,Man,Autumn,Wool Blend,India,Low,20300.17
Aisle,Yes,No,1485,Viscose Blend Knit T-Shirt Stone,29.99,Jackets,Woman,Spring,Linen,Turkey,Medium,44535.149999999994
Aisle,No,Yes,723,Knit Embroidered Forest Jacket Sky Blue,89.99,Jackets,Man,Autumn,Wool,Bangladesh,Premium,65062.77
Aisle,Yes,Yes,1399,Utility Hooded Denim Jacket Khaki,19.95,Jackets,Man,Winter,Acrylic,Spain,Low,27910.05
Aisle,Yes,Yes,1387,Linen Leather Biker Jacket,40.95,Jackets,Woman,Summer,Cotton,India,Medium,56797.65
Aisle,No,Yes,955,Knit Color Block Puffer Jacket,19.99,Sweaters,Woman,Autumn,Wool,India,Low,19090.449999999997
Aisle,Yes,Yes,1254,Quilted Abstract Print T-Shirt Burgundy,23.99,Jackets,Woman,Spring,Linen Blend,Bangladesh,Low,30083.46
Front of Store,No,No,849,Embroidered Suit Jacket Sand,19.0,Shoes,Man,Autumn,Wool,China,Low,16131.0
Front of Store,Yes,Yes,1538,Tailored 100% Wool Suit Jacket Charcoal,33.95,Jackets,Man,Winter,Wool Blend,India,Medium,52215.100000000006
Aisle,No,Yes,870,Utility Vintage Effect Leather Bomber Jacket Khaki,25.95,Jackets,Man,Autumn,Polyester,Spain,Medium,22576.5
Front of Store,No,Yes,835,Denim Bomber Jacket Taupe,19.95,Shoes,Woman,Spring,Cotton,China,Low,16658.25
Aisle,No,No,806,Double-Breasted Knit Sweater With Rips Olive,99.99,Sweaters,Woman,Winter,Wool,Bangladesh,Premium,80591.94
Front of Store,Yes,No,1408,Tailored Pocket Denim Jacket,73.99,Shoes,Man,Winter,Denim,Morocco,High,104177.92
Aisle,No,No,925,Stretch Mixed Collar Waxed Jacket Taupe,39.99,T-shirts,Woman,Spring,Cotton,Bangladesh,Medium,36990.75
Aisle,No,No,876,Quilted Faux Leather Boxy Fit Jacket Stone #3,22.99,Jackets,Woman,Autumn,Acrylic,Turkey,Low,20139.239999999998
Aisle,Yes,Yes,1255,Chunky Sole Canvas Lace-Up Boots Navy,75.99,Shoes,Man,Winter,Wool,China,Premium,95367.45
End-cap,No,No,851,High-Waist Faux Shearling Lined Suede Boots Charcoal,22.99,Jackets,Woman,Autumn,Viscose,Portugal,Low,19564.489999999998
End-cap,Yes,Yes,1623,Heart Print T-Shirt Stone,20.99,Jackets,Woman,Summer,Linen,Bangladesh,Low,34066.77
Front of Store,Yes,Yes,1434,Slim Basic Heavyweight T-Shirt Sky Blue,50.95,Jackets,Man,Summer,Linen,Bangladesh,High,73062.3
End-cap,No,Yes,1057,Tailored Washed Technical Jacket Beige,32.0,Jackets,Woman,Winter,Polyester,India,Medium,33824.0
Aisle,Yes,No,1578,Embroidered Plaid Tie Dye Overshirt Charcoal,37.95,T-shirts,Woman,Winter,Cotton,Bangladesh,Medium,59885.100000000006
Front of Store,No,No,857,Textured Plaid Tie Dye Overshirt,22.99,T-shirts,Man,Autumn,Viscose,Bangladesh,Low,19702.43
Front of Store,No,No,819,Quilted Structured Text T-Shirt Beige,35.99,Shoes,Man,Spring,Linen,Brazil,Medium,29475.81
Front of Store,No,No,533,Stretch Jacquard Denim Jacket Stone,119.0,Jackets,Man,Autumn,Cotton,Spain,Premium,63427.0
Aisle,Yes,No,1692,High-Waist Knit Sweater With Buttons Beige,37.99,Jackets,Woman,Winter,Wool,China,Medium,64279.08
Aisle,Yes,Yes,1413,Tailored Textured Sweater Brown,12.0,Shoes,Woman,Autumn,Acrylic,Turkey,Low,16956.0
Aisle,No,No,910,Contrast Jacquard Jacket Navy #3,40.99,T-shirts,Man,Summer,Cotton,Spain,Medium,37300.9
End-cap,No,Yes,974,Ribbed Reversible Plaid Overshirt Taupe,49.95,T-shirts,Woman,Winter,Wool,Bangladesh,Medium,48651.3
End-cap,No,No,773,Tassel Leather Loafers Beige,38.99,Jackets,Man,Winter,Cotton,Vietnam,Medium,30139.27
Aisle,No,Yes,1046,Ribbed Zipper Multipiece Sneakers White,25.99,Sweaters,Woman,Summer,Cotton,Turkey,Medium,27185.539999999997
Aisle,No,Yes,933,Stretch 100% Feather Fill Puffer Jacket Black,29.95,Jackets,Woman,Summer,Linen,Bangladesh,Medium,27943.35
End-cap,Yes,Yes,1494,Overshirt With Contrasting Topstitching Khaki,21.0,Jackets,Man,Summer,Linen,Brazil,Low,31374.0
Aisle,No,Yes,874,Belted Baggy Belted Jeans Sand,49.99,Jackets,Woman,Spring,Denim,India,Medium,43691.26
End-cap,No,Yes,913,Utility Cropped Leather Jacket Burgundy,29.99,Sweaters,Woman,Spring,Cotton,Spain,Medium,27380.87
Aisle,Yes,Yes,1744,Regular Oversized Knit Sweater White,20.95,T-shirts,Woman,Winter,Polyester,Turkey,Low,36536.799999999996
Aisle,Yes,Yes,1501,Cropped Semi-Sheer Knit Shirt Limited Edition Stone,22.99,Sweaters,Woman,Autumn,Wool,Vietnam,Low,34507.99
End-cap,No,Yes,866,Boucle Textured Vest Grey,29.99,Sweaters,Woman,Autumn,Wool,China,Medium,25971.34
End-cap,Yes,No,1193,Fleece Bomber Jacket Brown,39.95,Jackets,Man,Autumn,Polyester,Cambodia,Medium,47660.350000000006
End-cap,Yes,No,1704,High-Waist Structured Text T-Shirt Olive,17.99,T-shirts,Woman,Summer,Linen Blend,Morocco,Low,30654.96
Front of Store,No,No,872,Satin Slim Fit Suit Jacket Grey,65.95,Sweaters,Woman,Winter,Wool Blend,Turkey,High,57508.4
Aisle,No,No,714,Quilted Contrast Topstitching Crop Knit Sweater Navy,89.95,Jackets,Woman,Autumn,Wool,Turkey,Premium,64224.3
Front of Store,No,No,821,Oversized Contrasting Collar Jacket Ivory,29.99,Shoes,Man,Autumn,Wool Blend,Portugal,Medium,24621.789999999997
Aisle,No,No,1026,Tailored Knit Open Back Pearly Sweater Grey,39.99,Sweaters,Woman,Winter,Wool,China,Medium,41029.740000000005
End-cap,No,Yes,933,Structured Padded Bomber Jacket Charcoal,19.95,Jackets,Woman,Autumn,Polyester,Turkey,Low,18613.35
Aisle,Yes,Yes,1353,Pleated Faux Fur Jewel Sweater Navy,33.95,Jackets,Man,Summer,Cotton,China,Medium,45934.350000000006
End-cap,Yes,No,1441,Linen Mock Neck Wool And Silk Blend Knit Top Stone,47.95,Jackets,Woman,Summer,Linen,India,Medium,69095.95
Front of Store,No,Yes,1032,High-Waist Cropped Washed T-Shirt,25.99,Jackets,Man,Summer,Cotton,Vietnam,Medium,26821.679999999997
Aisle,No,Yes,846,Satin Knit Pearl Sweater Black,31.99,Jackets,Man,Winter,Wool Blend,Turkey,Medium,27063.539999999997
End-cap,Yes,Yes,1506,Textured Pocket Puffer Jacket Taupe,25.99,Jackets,Woman,Winter,Wool,Cambodia,Medium,39140.939999999995
Front of Store,No,No,967,Faux Suede Bomber Jacket Black,51.99,T-shirts,Woman,Winter,Wool Blend,Vietnam,High,50274.33
Aisle,Yes,Yes,1416,Slim Faux Suede Overshirt Beige,37.0,Jackets,Woman,Spring,Linen,Bangladesh,Medium,52392.0
Front of Store,No,No,884,Utility Knit Sweater With Rips Beige,19.95,T-shirts,Woman,Autumn,Wool,Pakistan,Low,17635.8
Aisle,Yes,Yes,1626,Double-Breasted Double Strap Suede Sandals Navy,13.99,Jackets,Woman,Spring,Wool,China,Low,22747.74
Aisle,No,Yes,766,Asymmetrical Wool And Silk Blend Sweater Navy,89.99,Jackets,Woman,Winter,Wool,Vietnam,Premium,68932.34
Aisle,Yes,No,1411,Tailored Wool And Cashmere Blend Rib Sweater,30.99,Jackets,Woman,Autumn,Polyester,Bangladesh,Medium,43726.89
Aisle,No,No,1004,Double-Breasted Padded Bomber Jacket Burgundy,32.99,Shoes,Man,Winter,Wool,Bangladesh,Medium,33121.96
End-cap,Yes,No,1253,Knit Baggy Belted Jeans Khaki,62.95,Jackets,Woman,Autumn,Wool Blend,Bangladesh,High,78876.35
Aisle,No,No,645,High-Waist Faux Suede Bomber Jacket,89.95,Jackets,Woman,Spring,Linen,Cambodia,Premium,58017.75
End-cap,No,No,1069,Ribbed Hooded Quilted Jacket Stone,22.99,Jackets,Woman,Winter,Wool Blend,India,Low,24576.309999999998
End-cap,Yes,No,1233,Utility Knit Open Back Pearly Sweater White,73.95,Jackets,Woman,Autumn,Polyester,Spain,High,91180.35
Aisle,No,No,884,Fine Knit Crop Sweater Ivory,22.99,T-shirts,Man,Autumn,Wool,Spain,Low,20323.16
Front of Store,Yes,No,1475,Pleated Faux Leather Oversized Jacket Limited Edition Grey,44.95,Jackets,Woman,Spring,Cotton,Bangladesh,Medium,66301.25
Aisle,No,No,1132,Slim Cropped Bomber Jacket Limited Edition Beige,32.95,T-shirts,Woman,Winter,Polyester,India,Medium,37299.4
End-cap,No,No,751,Tailored Denim Shirt,59.99,Sweaters,Woman,Autumn,Cotton,Pakistan,High,45052.49
End-cap,No,No,906,Viscose Blend Knit T-Shirt Charcoal,38.99,Jackets,Man,Summer,Linen Blend,Bangladesh,Medium,35324.94
End-cap,Yes,Yes,1377,Relaxed Hooded Knit Cardigan,29.99,Jackets,Man,Winter,Wool,India,Medium,41296.229999999996
End-cap,No,No,995,Double-Breasted Wool Blend Knit Sweater,25.0,Jackets,Woman,Autumn,Wool,Vietnam,Low,24875.0
Aisle,No,Yes,1054,Quilted Suit Jacket In 100% Linen,31.99,Shoes,Woman,Summer,Linen,Bangladesh,Medium,33717.46
End-cap,No,No,977,Oversized Bomber Jacket,19.95,Sweaters,Woman,Autumn,Wool Blend,Vietnam,Low,19491.149999999998
Aisle,Yes,Yes,1753,Relaxed Paint Print Overshirt,17.95,Jackets,Woman,Winter,Viscose,Brazil,Low,31466.35
Aisle,Yes,Yes,1346,Printed Cropped Fit Shirt Limited Edition Grey #3,31.95,Jackets,Woman,Spring,Cotton,Pakistan,Medium,43004.7
End-cap,No,No,751,Ribbed Hiking Boots Sky Blue,15.99,Sweaters,Man,Autumn,Wool Blend,China,Low,12008.49
End-cap,Yes,Yes,1754,Pocket Denim Jacket Stone,18.99,Jackets,Woman,Winter,Wool,Brazil,Low,33308.46
Aisle,Yes,Yes,1375,Linen Faux Leather Puffer Jacket Sky Blue,64.99,Jackets,Woman,Spring,Cotton,Brazil,High,89361.25
Aisle,No,Yes,1060,Structured Faux Suede Jacket Sand,29.95,T-shirts,Woman,Spring,Polyester,Bangladesh,Medium,31747.0
Front of Store,No,No,1072,Cropped Cotton Blend Bomber Jacket Olive,21.95,Shoes,Woman,Winter,Wool,Bangladesh,Low,23530.399999999998
Front of Store,No,No,791,Structured Padded Corduroy Overshirt Sand,42.99,Jackets,Man,Winter,Wool Blend,Pakistan,Medium,34005.090000000004
End-cap,No,Yes,851,Double-Breasted Color Block Puffer Jacket Black,19.95,Jackets,Man,Spring,Wool,China,Low,16977.45
Aisle,No,Yes,730,Faux Suede Patch Jacket Sand #3,79.99,Sweaters,Man,Autumn,Polyester,China,Premium,58392.7
Front of Store,Yes,No,1489,Pleated Faux Suede Patch Jacket Stone,24.99,Jackets,Woman,Summer,Cotton,Vietnam,Low,37210.11
End-cap,Yes,Yes,1431,Belted Viscose Blend Knit T-Shirt Sky Blue,38.99,Shoes,Woman,Spring,Linen,India,Medium,55794.69
Front of Store,Yes,No,1649,Linen Tuxedo Jacket Stone,25.95,Jackets,Woman,Summer,Linen,Morocco,Medium,42791.549999999996
Aisle,No,No,823,Stretch Pocket Overshirt Brown #3,45.99,Sweaters,Woman,Autumn,Polyester,India,Medium,37849.770000000004
Front of Store,Yes,Yes,1362,Quilted Stretch Pocket Overshirt Ecru,46.95,Sweaters,Woman,Summer,Linen,Pakistan,Medium,63945.9
Aisle,Yes,Yes,1463,Mixed Collar Waxed Jacket Charcoal,40.95,Jackets,Woman,Autumn,Wool Blend,India,Medium,59909.850000000006
Aisle,No,Yes,843,Slim Baggy Fit Jeans Limited Edition #3,49.99,Shoes,Man,Autumn,Cotton,Bangladesh,Medium,42141.57
Aisle,No,No,883,High-Waist Denim Bomber Jacket,19.95,Jackets,Man,Autumn,Denim,China,Low,17615.85
End-cap,No,No,927,Linen Hooded Quilted Jacket Grey,85.99,Jackets,Woman,Summer,Linen,India,Premium,79712.73
Aisle,No,Yes,726,Satin Suit Jacket In 100% Linen Grey,132.99,T-shirts,Woman,Summer,Cotton,Vietnam,Premium,96550.74
End-cap,Yes,Yes,1386,Knit Alpaca And Wool Blend Tie Dye Knit Sweater Olive,61.99,Jackets,Man,Winter,Wool,Morocco,High,85918.14
End-cap,Yes,No,1367,Belted Chunky Sole High Top Sneakers Ivory,32.99,Jackets,Woman,Spring,Cotton,Turkey,Medium,45097.33
Front of Store,Yes,Yes,1425,High-Waist Contrast Jacquard Jacket Ivory,23.99,Jackets,Woman,Autumn,Polyester,China,Low,34185.75
End-cap,Yes,No,1344,Oversized Woven Leather Slides Sand,40.99,Jackets,Woman,Autumn,Acrylic,Morocco,Medium,55090.560000000005
Front of Store,No,Yes,786,Quilted Lightweight Bomber Jacket Sand,22.95,Jackets,Man,Spring,Linen,China,Low,18038.7
Aisle,No,No,755,Foil Knit Crop Sweater Taupe,45.99,Jackets,Man,Autumn,Wool,Brazil,Medium,34722.450000000004
End-cap,Yes,No,1251,Belted Textured Sweater Charcoal,25.99,Sweaters,Man,Autumn,Polyester,China,Medium,32513.489999999998
End-cap,No,No,902,Regular Gathered Waist Knit Sweater Khaki #3,28.99,Jackets,Man,Winter,Polyester,Bangladesh,Medium,26148.98
Aisle,No,No,878,Tailored Straight Suit Jacket Sand,65.95,Jackets,Man,Winter,Wool,Spain,High,57904.100000000006
Aisle,Yes,Yes,1531,Stretch Faux Leather Oversized Jacket Limited Edition Olive,23.99,Jackets,Woman,Autumn,Cotton,Bangladesh,Low,36728.689999999995
Front of Store,No,No,946,High-Waist Leather Biker Jacket White,76.99,Jackets,Woman,Winter,Wool,Spain,Premium,72832.54
Front of Store,No,Yes,669,Relaxed Purl Knit Sweater,89.0,Shoes,Woman,Autumn,Wool Blend,India,Premium,59541.0
End-cap,No,No,870,Utility Viscose Blend Knit T-Shirt White,59.99,Jackets,Woman,Spring,Linen,Bangladesh,High,52191.3
Aisle,No,No,960,Pleated Technical Overshirt Beige,15.99,Jackets,Woman,Spring,Cotton,Spain,Low,15350.4
Aisle,Yes,No,1329,Pleated Alpaca Blend Open Knit Sweater Burgundy,17.99,Jackets,Man,Autumn,Wool Blend,Turkey,Low,23908.71
Aisle,Yes,Yes,1333,Knit Waxed Effect Plaid Jacket,22.99,Shoes,Man,Autumn,Wool,Morocco,Low,30645.67
Front of Store,No,Yes,891,Wool Blend Felt Texture Jacket Grey,38.95,Jackets,Woman,Winter,Wool,China,Medium,34704.450000000004
Aisle,No,No,893,Padded Corduroy Overshirt Beige,19.99,T-shirts,Woman,Autumn,Wool,China,Low,17851.07
End-cap,Yes,Yes,1088,Quilted Basic 100% Wool Sweater Stone,65.99,Shoes,Man,Autumn,Wool,Bangladesh,High,71797.12
Aisle,No,Yes,898,Stretch Abstract Jacquard Sweater Sand,42.99,Shoes,Woman,Winter,Wool Blend,China,Medium,38605.020000000004
Front of Store,No,No,813,Cropped Overshirt Khaki,35.99,Jackets,Woman,Spring,Linen,Bangladesh,Medium,29259.870000000003
Aisle,No,No,953,Knit Flared Fit Cargo Jeans,35.95,Jackets,Woman,Autumn,Wool,Spain,Medium,34260.350000000006
Front of Store,No,Yes,716,Tailored Woven Leather Slides,131.99,Jackets,Woman,Winter,Wool Blend,Spain,Premium,94504.84000000001
